timestamp,open,high,low,close,volume
2026-02-09 21:04:00,2031.66,2031.66,2029.87,2029.87,12.2997
2026-02-09 21:05:00,2029.65,2029.65,2028.42,2029.4,26.5676
2026-02-09 21:06:00,2029.62,2033.13,2029.62,2031.91,15.7069
2026-02-09 21:07:00,2031.79,2032.27,2031.05,2031.95,28.4327
2026-02-09 21:14:00,2045.1,2045.1,2042.67,2043.18,5.3821
2026-02-09 21:15:00,2043.6,2043.6,2040.7,2040.71,5.4355
2026-02-09 21:16:00,2040.71,2040.71,2038.26,2038.26,6.5811
2026-02-09 21:17:00,2038.6,2039.33,2038.41,2038.41,5.5243
2026-02-09 21:18:00,2038.7,2039.25,2036.18,2039.25,35.6302
2026-02-09 21:19:00,2038.69,2040.7,2038.3,2040.24,17.0794
2026-02-09 21:20:00,2040.25,2042.49,2040.25,2042.49,19.7544
2026-02-09 21:21:00,2042.46,2044.72,2041.88,2044.71,23.1903
2026-02-09 21:22:00,2044.82,2046.67,2043.22,2043.24,13.7679
2026-02-09 21:23:00,2043.25,2044.08,2043.0,2043.54,14.527
2026-02-09 21:24:00,2043.76,2046.99,2043.76,2046.99,11.3007
2026-02-09 21:25:00,2047.5,2047.6,2044.47,2044.48,13.6531
2026-02-09 21:26:00,2044.48,2046.23,2044.48,2045.6,47.895
2026-02-09 21:27:00,2045.23,2046.16,2044.72,2045.33,5.1974
2026-02-09 21:28:00,2045.0,2045.0,2042.23,2042.7,11.1531
2026-02-09 21:29:00,2042.99,2044.47,2042.99,2044.4,6.0886
2026-02-09 21:30:00,2045.14,2045.14,2042.3,2042.44,8.7475
2026-02-09 21:31:00,2042.24,2042.24,2038.69,2039.59,12.6581
2026-02-09 21:32:00,2038.69,2039.19,2037.19,2038.6,12.4656
2026-02-09 21:33:00,2038.52,2038.52,2036.18,2036.55,7.8985
2026-02-09 21:34:00,2036.85,2037.53,2035.32,2035.45,8.8471
2026-02-09 21:35:00,2035.44,2035.44,2034.26,2034.75,92.2241
2026-02-09 21:36:00,2034.84,2038.19,2034.82,2038.18,64.8098
2026-02-09 21:37:00,2037.45,2038.19,2036.36,2036.49,25.3564
2026-02-09 21:38:00,2036.0,2037.52,2035.6,2037.04,16.7527
2026-02-09 21:39:00,2036.75,2039.69,2036.75,2039.69,19.3355
2026-02-09 21:40:00,2039.84,2040.0,2038.19,2038.73,11.2051
2026-02-09 21:41:00,2038.19,2039.95,2036.33,2036.75,9.5404
2026-02-09 21:42:00,2036.75,2037.23,2036.34,2037.23,6.916
2026-02-09 21:43:00,2036.85,2037.98,2036.77,2037.31,13.3286
2026-02-09 21:44:00,2036.87,2038.68,2036.86,2037.19,8.7564
2026-02-09 21:45:00,2037.2,2038.47,2037.2,2038.32,1.5192
2026-02-09 21:46:00,2038.25,2038.8,2037.19,2038.2,7.2109
2026-02-09 21:47:00,2037.7,2038.48,2036.36,2036.36,32.2487
2026-02-09 21:48:00,2036.18,2036.18,2031.57,2033.13,58.0271
2026-02-09 21:49:00,2033.85,2035.0,2031.71,2031.92,8.152
2026-02-09 21:50:00,2031.91,2034.17,2031.4,2031.41,9.5957
2026-02-09 21:51:00,2031.49,2031.49,2027.64,2028.06,79.6636
2026-02-09 21:52:00,2027.6,2031.39,2026.84,2028.22,68.4299
2026-02-09 21:53:00,2027.86,2030.15,2027.86,2027.95,38.891
2026-02-09 21:54:00,2028.12,2028.63,2026.88,2026.88,17.4074
2026-02-09 21:55:00,2026.53,2026.53,2022.71,2025.27,13.9322
2026-02-09 21:56:00,2024.85,2027.06,2024.85,2026.06,16.0638
2026-02-09 21:57:00,2025.26,2027.27,2025.2,2026.6,21.302
2026-02-09 21:58:00,2026.51,2026.79,2021.76,2021.76,44.0952
2026-02-09 21:59:00,2021.89,2023.12,2020.0,2020.38,35.7673
2026-02-09 22:00:00,2020.25,2022.51,2019.0,2019.41,31.6681
2026-02-09 22:01:00,2020.17,2023.61,2019.48,2022.51,35.0947
2026-02-09 22:02:00,2023.53,2025.17,2023.15,2024.49,25.7928
2026-02-09 22:03:00,2023.9,2024.12,2022.51,2023.62,14.1021
2026-02-09 22:04:00,2022.61,2023.07,2021.44,2022.12,5.0933
2026-02-09 22:05:00,2022.31,2024.61,2015.44,2015.74,20.3058
2026-02-09 22:06:00,2016.84,2017.03,2013.82,2015.17,25.6051
2026-02-09 22:07:00,2014.58,2015.57,2013.89,2014.41,197.6214
2026-02-09 22:08:00,2014.42,2014.92,2012.31,2013.59,143.7657
2026-02-09 22:09:00,2014.02,2016.57,2014.02,2014.3,48.2446
2026-02-09 22:10:00,2014.27,2017.58,2014.27,2015.56,15.4001
2026-02-09 22:11:00,2014.32,2014.32,2007.21,2010.36,72.679
2026-02-09 22:12:00,2010.45,2010.91,2008.54,2008.69,21.2032
2026-02-09 22:13:00,2008.3,2012.81,2006.27,2011.75,17.2988
2026-02-09 22:14:00,2012.11,2012.11,2009.19,2010.83,7.108
2026-02-09 22:15:00,2011.88,2015.8,2011.88,2013.36,81.8099
2026-02-09 22:16:00,2013.35,2014.68,2012.04,2012.75,9.6904
2026-02-09 22:17:00,2012.61,2012.61,2009.6,2010.55,12.213
2026-02-09 22:18:00,2008.31,2011.55,2007.7,2011.32,19.0263
2026-02-09 22:19:00,2012.18,2013.9,2009.07,2013.63,23.5282
2026-02-09 22:20:00,2013.87,2014.19,2012.56,2013.57,6.0228
2026-02-09 22:21:00,2013.63,2016.54,2013.39,2014.8,15.4383
2026-02-09 22:22:00,2014.72,2015.1,2013.61,2015.02,49.9393
2026-02-09 22:23:00,2015.11,2019.56,2015.11,2018.35,32.1465
2026-02-09 22:24:00,2018.72,2019.6,2018.59,2018.6,25.5807
2026-02-09 22:25:00,2018.59,2025.52,2018.59,2024.62,132.9237
2026-02-09 22:26:00,2024.57,2024.57,2022.3,2023.12,146.9599
2026-02-09 22:27:00,2023.53,2025.12,2022.46,2024.63,9.8804
2026-02-09 22:28:00,2023.86,2024.62,2023.06,2023.89,149.0855
2026-02-09 22:29:00,2024.6,2024.79,2022.49,2023.35,19.0839
2026-02-09 22:30:00,2023.13,2024.11,2013.44,2014.57,206.0375
2026-02-09 22:31:00,2015.02,2017.0,2011.24,2014.31,83.7503
2026-02-09 22:32:00,2014.08,2020.27,2011.33,2018.93,38.3351
2026-02-09 22:33:00,2018.94,2020.6,2014.0,2018.48,9.7894
2026-02-09 22:34:00,2017.6,2019.34,2015.44,2017.48,10.0781
2026-02-09 22:35:00,2017.3,2017.3,2011.16,2016.83,14.4102
2026-02-09 22:36:00,2018.5,2019.35,2012.81,2017.97,91.6756
2026-02-09 22:37:00,2017.7,2038.69,2017.7,2038.46,88.4412
2026-02-09 22:38:00,2038.35,2038.76,2031.61,2033.41,204.498
2026-02-09 22:39:00,2034.49,2037.47,2030.58,2036.66,24.8863
2026-02-09 22:40:00,2037.15,2046.5,2037.09,2039.37,682.7482
2026-02-09 22:41:00,2039.57,2043.34,2036.18,2036.83,10.018
2026-02-09 22:42:00,2036.71,2039.47,2035.39,2037.4,6.5253
2026-02-09 22:43:00,2037.79,2039.27,2033.5,2033.66,11.6888
2026-02-09 22:44:00,2032.89,2037.69,2032.89,2034.44,15.8238
2026-02-09 22:45:00,2033.99,2036.93,2030.55,2031.13,13.9295
2026-02-09 22:46:00,2032.21,2042.17,2032.21,2038.25,13.3509
2026-02-09 22:47:00,2038.15,2038.25,2031.74,2031.74,17.4912
2026-02-09 22:48:00,2033.15,2037.61,2033.15,2037.52,35.3783
2026-02-09 22:49:00,2039.45,2041.96,2037.15,2041.61,58.9577
2026-02-09 22:50:00,2041.58,2044.0,2039.95,2042.32,73.7131
2026-02-09 22:51:00,2044.45,2046.5,2040.01,2043.61,46.5548
2026-02-09 22:52:00,2044.4,2045.12,2040.95,2041.44,17.3282
2026-02-09 22:53:00,2041.65,2043.16,2038.7,2039.93,28.2897
2026-02-09 22:54:00,2041.53,2045.35,2037.32,2045.35,18.0959
2026-02-09 22:55:00,2045.07,2048.23,2040.54,2041.6,29.9843
2026-02-09 22:56:00,2041.08,2044.01,2040.0,2042.3,25.2323
2026-02-09 22:57:00,2043.0,2043.46,2038.1,2041.12,17.4162
2026-02-09 22:58:00,2040.48,2041.92,2039.48,2040.41,5.369
2026-02-09 22:59:00,2040.63,2042.18,2039.79,2042.17,14.0392
2026-02-09 23:00:00,2041.46,2046.23,2041.46,2043.0,42.0163
2026-02-09 23:01:00,2042.59,2055.78,2042.59,2051.51,111.5533
2026-02-09 23:02:00,2053.2,2053.2,2048.37,2050.08,57.44
2026-02-09 23:03:00,2050.06,2054.14,2048.82,2053.82,48.8674
2026-02-09 23:04:00,2054.04,2061.48,2053.46,2061.4,279.0386
2026-02-09 23:05:00,2061.41,2065.77,2058.01,2065.77,116.2231
2026-02-09 23:06:00,2066.79,2071.43,2063.72,2065.06,137.1978
2026-02-09 23:07:00,2065.07,2070.99,2065.07,2068.8,46.7386
2026-02-09 23:08:00,2068.46,2068.46,2061.06,2061.44,116.3202
2026-02-09 23:09:00,2062.17,2063.27,2060.41,2060.51,28.6213
2026-02-09 23:10:00,2062.07,2062.7,2056.62,2056.78,338.3932
2026-02-09 23:11:00,2057.28,2059.15,2055.58,2055.63,106.6312
2026-02-09 23:12:00,2055.98,2055.98,2052.7,2053.76,39.6017
2026-02-09 23:13:00,2053.74,2056.0,2052.13,2056.0,16.223
2026-02-09 23:14:00,2055.76,2055.76,2054.42,2055.02,9.6483
2026-02-09 23:15:00,2054.51,2062.06,2054.48,2056.41,28.4173
2026-02-09 23:16:00,2056.14,2057.53,2055.7,2056.06,18.3491
2026-02-09 23:17:00,2056.37,2056.37,2046.73,2047.75,55.6002
2026-02-09 23:18:00,2048.1,2048.35,2045.88,2046.53,29.7494
2026-02-09 23:19:00,2046.47,2049.1,2044.57,2049.1,36.9888
2026-02-09 23:20:00,2049.22,2050.25,2048.12,2049.06,29.5854
2026-02-09 23:21:00,2049.07,2050.9,2044.17,2044.17,11.1446
2026-02-09 23:22:00,2043.0,2043.22,2038.26,2040.03,65.5668
2026-02-09 23:23:00,2040.21,2040.65,2034.13,2034.17,62.7604
2026-02-09 23:24:00,2033.89,2034.67,2032.32,2033.49,17.4379
2026-02-09 23:25:00,2033.42,2034.31,2031.65,2031.65,32.1867
2026-02-09 23:26:00,2031.11,2033.13,2030.42,2032.66,16.6014
2026-02-09 23:27:00,2033.07,2033.53,2031.66,2032.91,14.4793
2026-02-09 23:28:00,2033.29,2037.54,2033.29,2033.38,22.5229
2026-02-09 23:29:00,2033.58,2035.27,2032.1,2035.2,28.8345
2026-02-09 23:30:00,2035.07,2041.25,2035.07,2039.23,61.2972
2026-02-09 23:31:00,2039.43,2042.61,2039.2,2039.26,29.696
