timestamp,open,high,low,close,volume
2026-01-19 00:15:00,3216.73,3224.24,3174.57,3202.66,2801.3603
2026-01-19 00:30:00,3202.46,3220.93,3183.32,3218.19,1268.9893
2026-01-19 00:45:00,3218.19,3218.34,3208.04,3209.74,642.1849
2026-01-19 01:00:00,3209.55,3218.59,3203.62,3214.63,818.0741
2026-01-19 01:15:00,3214.57,3219.44,3207.38,3207.76,735.0244
2026-01-19 01:30:00,3207.77,3214.29,3205.0,3206.56,644.2612
2026-01-19 01:45:00,3206.55,3206.8,3193.2,3204.99,599.9316
2026-01-19 02:00:00,3204.99,3205.99,3192.6,3198.93,524.4688
2026-01-19 02:15:00,3198.92,3214.04,3197.64,3208.54,381.6909
2026-01-19 02:30:00,3208.54,3212.96,3204.78,3209.9,479.3546
2026-01-19 02:45:00,3209.9,3209.92,3201.97,3202.37,346.534
2026-01-19 03:00:00,3202.38,3210.3,3201.83,3206.02,569.7977
2026-01-19 03:15:00,3206.02,3209.89,3194.32,3202.92,408.2275
2026-01-19 03:30:00,3203.0,3207.94,3200.6,3206.87,280.394
2026-01-19 03:45:00,3207.0,3211.05,3206.5,3210.15,145.4352
2026-01-19 04:00:00,3209.97,3214.0,3204.39,3206.19,310.5424
2026-01-19 04:15:00,3206.18,3211.0,3203.0,3210.09,263.5014
2026-01-19 04:30:00,3210.06,3212.52,3205.74,3211.91,371.5368
2026-01-19 04:45:00,3211.83,3214.99,3210.06,3210.55,102.1691
2026-01-19 05:00:00,3210.56,3212.79,3200.91,3202.26,384.8851
2026-01-19 05:15:00,3202.26,3202.5,3194.28,3199.08,597.133
2026-01-19 05:30:00,3199.14,3209.48,3195.63,3201.05,430.0829
2026-01-19 05:45:00,3201.04,3203.05,3198.08,3200.27,157.119
2026-01-19 06:00:00,3200.26,3202.31,3193.3,3195.08,366.3088
2026-01-19 06:15:00,3195.05,3196.71,3185.47,3193.87,309.8039
2026-01-19 06:30:00,3193.87,3196.95,3186.77,3191.7,334.9448
2026-01-19 06:45:00,3191.7,3193.71,3189.86,3193.45,217.7975
2026-01-19 07:00:00,3193.49,3198.0,3193.49,3198.0,242.0192
2026-01-19 07:15:00,3198.0,3200.9,3197.54,3198.22,263.1899
2026-01-19 07:30:00,3198.08,3201.8,3196.56,3201.35,115.8496
2026-01-19 07:45:00,3201.21,3206.53,3200.8,3204.62,194.1598
