2026-03-04 09:57:40 | DEBUG    | matplotlib:342 | matplotlib data path: C:\Users\A1\AppData\Roaming\Python\Python313\site-packages\matplotlib\mpl-data
2026-03-04 09:57:40 | DEBUG    | matplotlib:342 | CONFIGDIR=C:\Users\A1\.matplotlib
2026-03-04 09:57:40 | DEBUG    | matplotlib:1560 | interactive is False
2026-03-04 09:57:40 | DEBUG    | matplotlib:1561 | platform is win32
2026-03-04 10:04:56 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): fapi.binance.com:443
2026-03-04 10:05:12 | ERROR    | backpack_quant_trading.core.binance_monitor:399 | 获取币安交易对失败: HTTPSConnectionPool(host='fapi.binance.com', port=443): Read timed out. (read timeout=15)
2026-03-04 10:05:12 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): fapi.binance.com:443
2026-03-04 10:05:22 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): fapi.binance.com:443
2026-03-04 10:05:26 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): fapi.binance.com:443
2026-03-04 10:05:29 | ERROR    | backpack_quant_trading.core.binance_monitor:399 | 获取币安交易对失败: HTTPSConnectionPool(host='fapi.binance.com', port=443): Read timed out. (read timeout=15)
2026-03-04 10:05:34 | DEBUG    | urllib3.connectionpool:475 | https://fapi.binance.com:443 "GET /fapi/v1/exchangeInfo HTTP/1.1" 200 None
2026-03-04 10:05:34 | INFO     | backpack_quant_trading.core.binance_monitor:396 | 币种列表已缓存，共 543 个 USDT 永续合约
2026-03-04 10:05:35 | DEBUG    | urllib3.connectionpool:475 | https://fapi.binance.com:443 "GET /fapi/v1/exchangeInfo HTTP/1.1" 200 None
2026-03-04 10:05:36 | INFO     | backpack_quant_trading.core.binance_monitor:396 | 币种列表已缓存，共 543 个 USDT 永续合约
2026-03-04 10:06:10 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): fapi.binance.com:443
2026-03-04 10:06:21 | DEBUG    | urllib3.connectionpool:475 | https://fapi.binance.com:443 "GET /fapi/v1/klines?symbol=ETHUSDT&interval=1m&limit=1000 HTTP/1.1" 200 None
2026-03-04 10:06:23 | DEBUG    | urllib3.connectionpool:1022 | Starting new HTTPS connection (1): fapi.binance.com:443
