交易 #,类型,日期和时间,信号,价格 USD,仓位大小（数量）,仓位大小（价值）,净损益 USD,净损益 %,有利波动 USD,有利波动 %,不利波动 USD,不利波动 %,累计P&L USD,累计P&L %
46,多头出场,2024-10-09 16:02,卖,2613.01,1496.7,3918615.039,-7722.97,-0.20,9174.77,0.23,-13350.56,-0.34,297400.6,14.87
46,多头进场,2024-10-09 13:02,买 ,2618.17,1496.7,3918615.039,-7722.97,-0.20,9174.77,0.23,-13350.56,-0.34,297400.6,14.87
47,多头出场,2024-10-10 03:02,卖,2606.71,1492.5,3905335.2,-14820.52,-0.38,8686.35,0.22,-17059.28,-0.44,282580.06,14.13
47,多头进场,2024-10-09 17:02,买 ,2616.64,1492.5,3905335.2,-14820.52,-0.38,8686.35,0.22,-17059.28,-0.44,282580.06,14.13
48,多头出场,2024-10-11 19:02,卖,2641.09,1488.2,3880302.916,50167.22,1.29,59245.24,1.53,-4300.9,-0.11,332747.28,16.64
48,多头进场,2024-10-10 08:02,买 ,2607.38,1488.2,3880302.916,50167.22,1.29,59245.24,1.53,-4300.9,-0.11,332747.28,16.64
49,多头出场,2024-11-08 15:02,卖,2684.38,1491.3,3965590.395,37625.5,0.95,76458.95,1.93,-9499.58,-0.24,370372.78,18.52
49,多头进场,2024-11-07 12:02,买 ,2659.15,1491.3,3965590.395,37625.5,0.95,76458.95,1.93,-9499.58,-0.24,370372.78,18.52
50,多头出场,2024-11-12 16:02,卖,2600.29,1535.4,4029334.866,-36849.6,-0.91,1903.9,0.05,-44588.02,-1.11,333523.2,16.68
50,多头进场,2024-11-12 10:02,买 ,2624.29,1535.4,4029334.866,-36849.6,-0.91,1903.9,0.05,-44588.02,-1.11,333523.2,16.68
51,多头出场,2024-11-14 01:02,卖,2586.38,1524.9,3966981.603,-23010.74,-0.58,26441.77,0.67,-25450.58,-0.64,310512.44,15.53
51,多头进场,2024-11-12 20:02,买 ,2601.47,1524.9,3966981.603,-23010.74,-0.58,26441.77,0.67,-25450.58,-0.64,310512.44,15.53
52,多头出场,2024-11-16 04:02,卖,2563.04,1535.5,3927762.935,7784.99,0.20,29988.31,0.76,-5527.8,-0.14,318297.4,15.91
52,多头进场,2024-11-14 22:02,买 ,2557.97,1535.5,3927762.935,7784.99,0.20,29988.31,0.76,-5527.8,-0.14,318297.4,15.91
53,多头出场,2024-11-19 16:02,卖,2619.93,1532.6,3940896.988,74407.73,1.89,84783.43,2.15,-2298.9,-0.06,392705.16,19.64
53,多头进场,2024-11-18 08:02,买 ,2571.38,1532.6,3940896.988,74407.73,1.89,84783.43,2.15,-2298.9,-0.06,392705.16,19.64
54,多头出场,2024-11-19 23:02,卖,2623.31,1545.7,4067555.921,-12705.65,-0.31,12272.86,0.30,-14189.53,-0.35,379999.5,19.00
54,多头进场,2024-11-19 18:02,买 ,2631.53,1545.7,4067555.921,-12705.65,-0.31,12272.86,0.30,-14189.53,-0.35,379999.5,19.00
55,多头出场,2024-11-21 23:02,卖,2666.58,1528,4045884.24,28650,0.71,39284.88,0.97,-3636.64,-0.09,408649.5,20.43
55,多头进场,2024-11-21 00:02,买 ,2647.83,1528,4045884.24,28650,0.71,39284.88,0.97,-3636.64,-0.09,408649.5,20.43
56,多头出场,2024-11-28 01:02,卖,2635.89,1556.3,4094547.485,7688.12,0.19,42455.86,1.04,-31312.76,-0.76,416337.62,20.82
56,多头进场,2024-11-26 12:02,买 ,2630.95,1556.3,4094547.485,7688.12,0.19,42455.86,1.04,-31312.76,-0.76,416337.62,20.82
57,多头出场,2024-12-10 05:02,卖,2658.44,1559,4107809.1,36698.86,0.89,64729.68,1.58,-2120.24,-0.05,453036.47,22.65
57,多头进场,2024-12-09 09:02,买 ,2634.9,1559,4107809.1,36698.86,0.89,64729.68,1.58,-2120.24,-0.05,453036.47,22.65
58,多头出场,2024-12-17 17:02,卖,2644.95,1571.8,4170048.272,-12715.86,-0.30,17887.08,0.43,-17777.06,-0.43,440320.62,22.02
58,多头进场,2024-12-16 11:02,买 ,2653.04,1571.8,4170048.272,-12715.86,-0.30,17887.08,0.43,-17777.06,-0.43,440320.62,22.02
59,多头出场,2024-12-18 23:02,卖,2636.56,1566.7,4148433.596,-17735.04,-0.43,5969.13,0.14,-18769.07,-0.45,422585.56,21.13
59,多头进场,2024-12-18 03:02,买 ,2647.88,1566.7,4148433.596,-17735.04,-0.43,5969.13,0.14,-18769.07,-0.45,422585.56,21.13
60,多头出场,2024-12-19 23:02,卖,2591.3,1576.4,4118360.764,-33435.44,-0.81,21880.43,0.53,-33861.07,-0.82,389150.12,19.46
60,多头进场,2024-12-19 15:02,买 ,2612.51,1576.4,4118360.764,-33435.44,-0.81,21880.43,0.53,-33861.07,-0.82,389150.12,19.46
61,多头出场,2024-12-23 18:02,卖,2625.7,1564.3,4061298.232,46084.28,1.13,58113.75,1.43,-10261.81,-0.25,435234.4,21.76
61,多头进场,2024-12-20 05:02,买 ,2596.24,1564.3,4061298.232,46084.28,1.13,58113.75,1.43,-10261.81,-0.25,435234.4,21.76
62,多头出场,2024-12-24 19:02,卖,2614.96,1580.7,4139663.616,-6196.34,-0.15,4157.24,0.10,-9041.6,-0.22,429038.06,21.45
62,多头进场,2024-12-24 12:02,买 ,2618.88,1580.7,4139663.616,-6196.34,-0.15,4157.24,0.10,-9041.6,-0.22,429038.06,21.45
63,多头出场,2024-12-26 22:02,卖,2623.43,1577.5,4129248.225,9212.6,0.22,21327.8,0.52,-4432.77,-0.11,438250.66,21.91
63,多头进场,2024-12-25 02:02,买 ,2617.59,1577.5,4129248.225,9212.6,0.22,21327.8,0.52,-4432.77,-0.11,438250.66,21.91
64,多头出场,2024-12-27 09:02,卖,2633.13,1575.7,4145004.906,4018.04,0.10,13456.48,0.32,-4081.06,-0.10,442268.7,22.11
