交易 #,类型,日期和时间,信号,价格 USDT,仓位大小（数量）,仓位大小（价值）,净损益 USDT,净损益 %,有利波动 USDT,有利波动 %,不利波动 USDT,不利波动 %,累计P&L USDT,累计P&L %
89,空头进场,2025-12-19 08:00,做空入场,2827.32,3.5369,9999.948108,-300,-3.00,74.88,0.75,-380.61,-3.81,3711.02,37.11
90,空头出场,2025-12-28 08:00,信号离场,2947.61,3.3566,9999.848456,105.9,1.06,310.18,3.10,-187.43,-1.87,3816.92,38.17
90,空头进场,2025-12-23 04:00,做空入场,2979.16,3.3566,9999.848456,105.9,1.06,310.18,3.10,-187.43,-1.87,3816.92,38.17
91,空头出场,2025-12-30 20:00,信号离场,2977.85,3.4082,9999.726964,-149.38,-1.49,78.12,0.78,-235.1,-2.35,3667.54,36.68
91,空头进场,2025-12-30 00:00,做空入场,2934.02,3.4082,9999.726964,-149.38,-1.49,78.12,0.78,-235.1,-2.35,3667.54,36.68
92,空头出场,2026-01-09 16:00,信号离场,3109.76,3.161,9999.91833,169.97,1.70,351.19,3.51,-63.69,-0.64,3837.5,38.38
92,空头进场,2026-01-08 00:00,做空入场,3163.53,3.161,9999.91833,169.97,1.70,351.19,3.51,-63.69,-0.64,3837.5,38.38
93,空头出场,2026-01-10 00:00,信号离场,3111.39,3.2373,10000.0197,-72.48,-0.72,104.27,1.04,-171.58,-1.72,3765.02,37.65
93,空头进场,2026-01-09 20:00,做空入场,3089,3.2373,10000.0197,-72.48,-0.72,104.27,1.04,-171.58,-1.72,3765.02,37.65
94,空头出场,2026-01-13 20:00,信号离场,3132.77,3.2478,9999.9762,-174.63,-1.75,57.32,0.57,-298.41,-2.98,3590.39,35.90
94,空头进场,2026-01-10 04:00,做空入场,3079,3.2478,9999.9762,-174.63,-1.75,57.32,0.57,-298.41,-2.98,3590.39,35.90
95,空头出场,2026-01-20 16:00,止盈,3096.27,3.0359,9999.981369,600.02,6.00,600.02,6.00,-224.87,-2.25,4190.4,41.90
95,空头进场,2026-01-16 12:00,做空入场,3293.91,3.0359,9999.981369,600.02,6.00,600.02,6.00,-224.87,-2.25,4190.4,41.90
96,空头出场,2026-01-26 20:00,信号离场,2890.91,3.3868,9999.730208,208.8,2.09,570.37,5.70,-229.93,-2.30,4399.2,43.99
96,空头进场,2026-01-23 04:00,做空入场,2952.56,3.3868,9999.730208,208.8,2.09,570.37,5.70,-229.93,-2.30,4399.2,43.99
97,空头出场,2026-01-29 20:00,止盈,2825.87,3.3264,9999.99,600.02,6.00,600.02,6.00,-105.95,-1.06,4999.21,49.99
97,空头进场,2026-01-29 00:00,做空入场,3006.25,3.3264,9999.99,600.02,6.00,600.02,6.00,-105.95,-1.06,4999.21,49.99
98,空头出场,2026-01-31 00:00,止盈,2653.3,3.5427,9999.837582,599.99,6.00,599.99,6.00,-128.32,-1.28,5599.21,55.99
98,空头进场,2026-01-30 00:00,做空入场,2822.66,3.5427,9999.837582,599.99,6.00,599.99,6.00,-128.32,-1.28,5599.21,55.99
99,空头出场,2026-02-06 00:00,止盈,1953.99,4.8106,9999.890432,600.03,6.00,737.51,7.38,-137.68,-1.38,6199.23,61.99
99,空头进场,2026-02-05 20:00,做空入场,2078.72,4.8106,9999.890432,600.03,6.00,737.51,7.38,-137.68,-1.38,6199.23,61.99
100,空头出场,2026-02-12 12:00,信号离场,1967.74,4.9472,9999.874304,265.07,2.65,594.16,5.94,-122.59,-1.23,6464.3,64.64
100,空头进场,2026-02-11 00:00,做空入场,2021.32,4.9472,9999.874304,265.07,2.65,594.16,5.94,-122.59,-1.23,6464.3,64.64
101,空头出场,2026-02-13 20:00,止损/保本,2005.57,5.1357,9999.978255,-300.03,-3.00,122.54,1.23,-300.03,-3.00,6164.28,61.64
101,空头进场,2026-02-13 08:00,做空入场,1947.15,5.1357,9999.978255,-300.03,-3.00,122.54,1.23,-300.03,-3.00,6164.28,61.64
102,空头出场,2026-02-16 00:00,止盈,1934.59,4.8588,9999.799104,600.01,6.00,600.01,6.00,-216.95,-2.17,6764.29,67.64
102,空头进场,2026-02-15 12:00,做空入场,2058.08,4.8588,9999.799104,600.01,6.00,600.01,6.00,-216.95,-2.17,6764.29,67.64
103,空头出场,2026-02-17 08:00,信号离场,1997.36,5.0878,9999.969144,-162.2,-1.62,153.09,1.53,-294.18,-2.94,6602.09,66.02
103,空头进场,2026-02-16 08:00,做空入场,1965.48,5.0878,9999.969144,-162.2,-1.62,153.09,1.53,-294.18,-2.94,6602.09,66.02
104,空头出场,2026-02-20 12:00,信号离场,1954.06,5.1156,9999.821412,3.63,0.04,252.05,2.52,-164.42,-1.64,6605.72,66.06
104,空头进场,2026-02-19 08:00,做空入场,1954.77,5.1156,9999.821412,3.63,0.04,252.05,2.52,-164.42,-1.64,6605.72,66.06
105,空头出场,2026-02-24 00:00,止盈,1839.58,5.1098,9999.8786,599.99,6.00,599.99,6.00,-2.96,-0.03,7205.71,72.06
105,空头进场,2026-02-23 08:00,做空入场,1957,5.1098,9999.8786,599.99,6.00,599.99,6.00,-2.96,-0.03,7205.71,72.06
106,空头出场,2026-03-01 08:00,止损/保本,2005.82,5.135,9999.84765,-300.04,-3.00,581.95,5.82,-300.04,-3.00,6905.68,69.06
106,空头进场,2026-02-28 00:00,做空入场,1947.39,5.135,9999.84765,-300.04,-3.00,581.95,5.82,-300.04,-3.00,6905.68,69.06
107,空头出场,2026-03-02 20:00,止损/保本,2011.55,5.1204,9999.936384,-300,-3.00,240.91,2.41,-300,-3.00,6605.67,66.06
107,空头进场,2026-03-02 04:00,做空入场,1952.96,5.1204,9999.936384,-300,-3.00,240.91,2.41,-300,-3.00,6605.67,66.06
108,空头出场,2026-03-04 16:00,止损/保本,2044.7,5.0374,9999.944236,-300.03,-3.00,210.26,2.10,-300.03,-3.00,6305.64,63.06
108,空头进场,2026-03-04 04:00,做空入场,1985.14,5.0374,9999.944236,-300.03,-3.00,210.26,2.10,-300.03,-3.00,6305.64,63.06
109,空头出场,2026-03-07 00:00,止盈,1957.9,4.801,9999.90688,600.03,6.00,600.03,6.00,-17.72,-0.18,6905.67,69.06
109,空头进场,2026-03-06 12:00,做空入场,2082.88,4.801,9999.90688,600.03,6.00,600.03,6.00,-17.72,-0.18,6905.67,69.06
110,空头出场,2026-03-15 16:00,信号离场,2104.97,4.8247,9999.914455,-155.93,-1.56,24.46,0.24,-210.84,-2.11,6749.74,67.50
110,空头进场,2026-03-14 20:00,做空入场,2072.65,4.8247,9999.914455,-155.93,-1.56,24.46,0.24,-210.84,-2.11,6749.74,67.50
111,空头出场,2026-03-20 16:00,信号离场,2149.3,4.574,9999.9075,169.01,1.69,403.56,4.04,-212.19,-2.12,6918.75,69.19
111,空头进场,2026-03-19 00:00,做空入场,2186.25,4.574,9999.9075,169.01,1.69,403.56,4.04,-212.19,-2.12,6918.75,69.19
112,空头出场,2026-03-23 16:00,止损/保本,2140.36,4.672,9999.76192,0,0.00,554.94,5.55,-129.13,-1.29,6918.75,69.19
112,空头进场,2026-03-20 20:00,做空入场,2140.36,4.672,9999.76192,0,0.00,554.94,5.55,-129.13,-1.29,6918.75,69.19
113,空头出场,2026-03-25 12:00,信号离场,2157.49,4.672,9999.99552,-79.8,-0.80,179.45,1.79,-160.25,-1.60,6838.95,68.39
113,空头进场,2026-03-24 12:00,做空入场,2140.41,4.672,9999.99552,-79.8,-0.80,179.45,1.79,-160.25,-1.60,6838.95,68.39
114,空头出场,2026-03-27 16:00,止盈,1995.01,4.7117,9999.923612,600.04,6.00,600.04,6.00,-18.28,-0.18,7438.99,74.39
114,空头进场,2026-03-26 16:00,做空入场,2122.36,4.7117,9999.923612,600.04,6.00,600.04,6.00,-18.28,-0.18,7438.99,74.39
