time,open,high,low,close,Volume,Histogram,MACD,Signal line
2025-09-08T23:30:00+08:00,116.78,116.78,114.36,115.925,109449,0.8477066496315646,-2.007357209992506,-2.8550638596240705
2025-09-09T00:30:00+08:00,115.98,116.22,113.96,114.35,53206,0.767535096877705,-1.8956449885269393,-2.6631800854046443
2025-09-09T01:30:00+08:00,114.32,114.9,113.7,114.25,39006,0.694947600823284,-1.7944955843755395,-2.4894431851988235
2025-09-09T02:30:00+08:00,114.23,114.98,113.54,113.58,46110,0.5929588065370015,-1.7482446770275715,-2.341203483564573
2025-09-09T03:30:00+08:00,113.6,113.6,112.08,112.54,78723,0.45292426056589896,-1.7750481578571993,-2.2279724184230982
2025-09-09T21:30:00+08:00,113.23,120.75,112.58,117.37,388664,0.6699615974060675,-1.3905204216655136,-2.060482019071581
2025-09-09T22:30:00+08:00,117.32,117.47,114.82,116.65,147755,0.743712204738241,-1.13084176314878,-1.8745539678870209
2025-09-09T23:30:00+08:00,116.79,117.47,115.58,117.2,59036,0.8031406997329298,-0.8706280932208585,-1.6737687929537883
2025-09-10T00:30:00+08:00,117.22,118,115.71,115.72,49918,0.7190966546081381,-0.7748979746936158,-1.4939946293017539
2025-09-10T01:30:00+08:00,115.72,116.71,115.35,116.71,42372,0.7055231914785745,-0.6120906399535357,-1.3176138314321102
2025-09-10T02:30:00+08:00,116.75,117.31,116.16,117.175,35945,0.701718563697578,-0.4404656268101377,-1.1421841905077157
2025-09-10T03:30:00+08:00,117.23,118.48,117.17,117.91,130973,0.7198677082154369,-0.2423495552384196,-0.9622172634538565
2025-09-10T21:30:00+08:00,119.965,124.98,117.77,120.66,348412,0.8777775122206248,0.1350046268219245,-0.7427728853987003
2025-09-10T22:30:00+08:00,120.58,121.3,117.75,118.45,181624,0.7964724520769151,0.2528176796974435,-0.5436547723794716
2025-09-10T23:30:00+08:00,118.48,118.5,116.46,116.88,81514,0.6085222780648927,0.21699807520164427,-0.3915242028632484
2025-09-11T00:30:00+08:00,116.8,117.14,115.9,116.06,40449,0.41005797393420096,0.1210482645545028,-0.28900970937969817
2025-09-11T01:30:00+08:00,116.08,116.13,114.4,114.51,75254,0.1678859438512177,-0.07915227956567605,-0.24703822341689374
2025-09-11T02:30:00+08:00,114.5,115.02,113.54,113.74,67635,-0.0395910523601401,-0.2965270388670689,-0.2569359865069288
