交易 #,类型,日期和时间,信号,价格 USDT,仓位大小（数量）,仓位大小（价值）,净损益 USDT,净损益 %,有利波动 USDT,有利波动 %,不利波动 USDT,不利波动 %,累计P&L USDT,累计P&L %
20,多头出场,2024-05-28 12:00,趋出,3850.62,8007.7515,29999999.99,834808.1,2.78,1859880.4,6.20,-124200.23,-0.41,8363719,27.88
20,多头进场,2024-05-26 06:00,趋进,3746.37,8007.7515,29999999.99,834808.1,2.78,1859880.4,6.20,-124200.23,-0.41,8363719,27.88
21,多头出场,2024-06-04 08:00,趋止损,3767.36,7857.517,30000078.48,-397983.25,-1.33,271005.75,0.90,-476872.72,-1.59,7965736,26.55
21,多头进场,2024-06-03 16:00,趋进,3818.01,7857.517,30000078.48,-397983.25,-1.33,271005.75,0.90,-476872.72,-1.59,7965736,26.55
22,多头出场,2024-06-07 08:00,趋出,3813.76,7865.1184,30000078.42,-4404.47,-0.01,579501.94,1.93,-439188.22,-1.46,7961331.5,26.54
22,多头进场,2024-06-05 02:00,趋进,3814.32,7865.1184,30000078.42,-4404.47,-0.01,579501.94,1.93,-439188.22,-1.46,7961331.5,26.54
23,多头出场,2024-07-18 04:00,趋出,3417.39,9244.5649,29999999.79,1592283.9,5.31,2526354.8,8.42,-112321.46,-0.37,9553615,31.85
23,多头进场,2024-07-15 08:00,趋进,3245.15,9244.5649,29999999.79,1592283.9,5.31,2526354.8,8.42,-112321.46,-0.37,9553615,31.85
24,多头出场,2024-07-20 20:00,趋出,3485.81,8570.1063,30000085.61,-126323.37,-0.42,357373.44,1.19,-179800.83,-0.60,9427292,31.42
24,多头进场,2024-07-20 02:00,趋进,3500.55,8570.1063,30000085.61,-126323.37,-0.42,357373.44,1.19,-179800.83,-0.60,9427292,31.42
25,多头出场,2024-07-25 04:00,趋止损,3363.21,8527.6452,29999914.71,-1319653.1,-4.40,205004.6,0.68,-1387703.8,-4.63,8107638.5,27.03
25,多头进场,2024-07-22 12:00,趋进,3517.96,8527.6452,29999914.71,-1319653.1,-4.40,205004.6,0.68,-1387703.8,-4.63,8107638.5,27.03
26,多头出场,2024-08-14 22:00,趋止损,2659.13,11066.1089,29999999.91,-573777.75,-1.91,820552,2.74,-671934.1,-2.24,7533861,25.11
26,多头进场,2024-08-14 04:00,趋进,2710.98,11066.1089,29999999.91,-573777.75,-1.91,820552,2.74,-671934.1,-2.24,7533861,25.11
27,多头出场,2024-08-21 00:00,趋止损,2574.91,11312.5157,29999999.76,-871289.94,-2.90,495375.06,1.65,-1106703.4,-3.69,6662571,22.21
27,多头进场,2024-08-20 10:00,趋进,2651.93,11312.5157,29999999.76,-871289.94,-2.90,495375.06,1.65,-1106703.4,-3.69,6662571,22.21
28,多头出场,2024-08-23 00:00,趋止损,2599.5,11336.8401,29999659.64,-529543.8,-1.77,221295.12,0.74,-717962.06,-2.39,6133027,20.44
28,多头进场,2024-08-22 04:00,趋进,2646.21,11336.8401,29999659.64,-529543.8,-1.77,221295.12,0.74,-717962.06,-2.39,6133027,20.44
29,多头出场,2024-08-26 12:00,趋出,2744.4,11383.9895,30000113.69,1242107.1,4.14,2109567,7.03,-28915.33,-0.10,7375134.5,24.58
29,多头进场,2024-08-23 12:00,趋进,2635.29,11383.9895,30000113.69,1242107.1,4.14,2109567,7.03,-28915.33,-0.10,7375134.5,24.58
30,多头出场,2024-09-16 00:00,趋出,2408.49,12443.6406,30000124.25,-29740.3,-0.10,710531.9,2.37,-446477.8,-1.49,7345394,24.48
30,多头进场,2024-09-14 02:00,趋进,2410.88,12443.6406,30000124.25,-29740.3,-0.10,710531.9,2.37,-446477.8,-1.49,7345394,24.48
31,多头出场,2024-09-23 00:00,趋出,2570.77,12630.728,30000252.53,2470444,8.23,3294346.5,10.98,-30945.28,-0.10,9815838,32.72
31,多头进场,2024-09-19 08:00,趋进,2375.18,12630.728,30000252.53,2470444,8.23,3294346.5,10.98,-30945.28,-0.10,9815838,32.72
32,多头出场,2024-09-24 16:00,趋出,2647,11286.9789,29999999.83,-123366.68,-0.41,526989.06,1.76,-540872,-1.80,9692471,32.31
32,多头进场,2024-09-23 14:00,趋进,2657.93,11286.9789,29999999.83,-123366.68,-0.41,526989.06,1.76,-540872,-1.80,9692471,32.31
33,多头出场,2024-09-29 08:00,趋出,2675.49,11450.4253,29999999.78,635498.6,2.12,1248096.4,4.16,-159618.92,-0.53,10327970,34.43
33,多头进场,2024-09-26 18:00,趋进,2619.99,11450.4253,29999999.78,635498.6,2.12,1248096.4,4.16,-159618.92,-0.53,10327970,34.43
34,多头出场,2024-10-17 04:00,趋出,2614.92,11847.3118,30000236.83,979535.75,3.27,1868558,6.23,-191097.14,-0.64,11307506,37.69
