time,open,high,low,close,Histogram,MACD,Signal line,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Open Interest,Open Interest (开盘价),Open Interest (最高价,Open Interest (最低价),Open Interest (关闭),Volume Delta (开盘价),Volume Delta (最高价,Volume Delta (最低价),Volume Delta (关闭),CDV Line,CDV Candles (开盘价),CDV Candles (最高价,CDV Candles (最低价),CDV Candles (关闭),SMA 1,SMA 2,EMA 1,EMA 2
2025-10-23T23:30:00+08:00,181.99,182.49,181.36,181.79,0.13249314872504703,-0.8538849356575042,-0.9863780843825513,49.43768484079865,44.862208653079236,,,,,,,,,,0,123811,-343829,-313696,,4952734402.992991,4955724461.040003,4952734402.992991,4955178876.208144,,,,
2025-10-24T01:30:00+08:00,181.77,183.03,181.75,182.79,0.2684920369172008,-0.6507630382360503,-0.9192550751532511,52.77022850645868,45.013469957467045,,,,,,,,,,0,631834,0,550153,,4953956639.600568,4956498028.055973,4953956639.600568,4955565659.716129,,,,
2025-10-24T03:30:00+08:00,182.79,182.79,181.88,182.18,0.30911060718356587,-0.5328668161737937,-0.8419774233573596,50.58022808180424,45.00445378445448,,,,,,,,,,0,0,-872550,-872550,,4954761149.658348,4956498028.055973,4954761149.658348,4956061294.473556,,,,
2025-10-24T21:30:00+08:00,183.835,186.03,183.51,185.19,0.5181327668450051,-0.19431146480110328,-0.7124442316461084,59.50973010287443,45.80372213434469,,,,,,,,,,0,1694108,0,1573613,,4955411222.065952,4959736081.203638,4955411222.065952,4957680321.047388,,,,
2025-10-24T23:30:00+08:00,185.19,185.6,184.9,185,0.6163522932177488,0.057996134876077576,-0.5583561583416712,58.78765161989185,46.630766181485846,,,,,,,,,,0,478891,0,280135,,4956545771.55667,4959736081.203638,4956545771.55667,4959129576.400067,,,,
2025-10-25T01:30:00+08:00,185,187.465,184.995,186.91,0.7725863482419563,0.4073767769607741,-0.36520957128118214,63.57271482346805,47.935212345424986,,,,,,,,,,0,2197454,0,2009750,,4957837673.978369,4961677437.653175,4957837673.978369,4960100254.624836,,,,
2025-10-25T03:30:00+08:00,186.91,187,186.05,186.24,0.7905822853524097,0.62301828540933,-0.1675639999430797,60.9014669543586,49.137671996562105,,,,,,,,,,0,0,-1569957,-1569957,,4958968964.301602,4961677437.653175,4958968964.301602,4960820961.132122,,,,
2025-10-27T21:30:00+08:00,190.01,191.47,188.44,190.93,1.0612506526277308,1.1589993158415837,0.097748663213853,70.30694767715742,51.044070845335064,,,,,,,,,,0,2012583,0,1219767,,4959894962.716862,4964841127.886647,4959894962.716862,4962402806.248858,,,,
2025-10-27T23:30:00+08:00,190.92,191.77,190.72,191.33,1.1999037382970725,1.5976283360851937,0.3977245977881212,70.94883083666267,53.042416582845604,,,,,,,,,,0,273823,-543212,-18368,,4961148884.482861,4967070383.810457,4961148884.482861,4965955755.848553,,,,
2025-10-28T01:30:00+08:00,191.34,191.445,190.27,190.72,1.1813531153616554,1.8744159919901904,0.693062876628535,68.51634752920455,55.32305322170009,,,,,,,,,,0,0,-678346,-332457,,4963552320.165707,4967070383.810457,4963552320.165707,4965947700.296628,,,,
2025-10-28T03:30:00+08:00,190.73,191.85,190.71,191.45,1.148065834525013,2.1281451697848013,0.9800793352597883,69.84860964171168,57.90475258704203,,,,,,,,,,0,1193740,-1811,379323,,4964750010.231167,4966708628.177535,4964750010.231167,4965766822.480166,,,,
