交易编号,类型,日期和时间,信号,价格 CNY,大小（数量）,大小（价值）,净损益 CNY,净损益 %,有利波动 CNY,有利波动 %,不利波动 CNY,不利波动 %,累计损益 CNY,累计损益 %
27,多头出场,2021-01-25 13:30,离场信号,144.34,13611,1999864.23,-36838.28,-1.84,230587.05,11.53,-244028.52,-12.20,4419331,220.97
27,多头进场,2020-12-17 11:30,进场,146.93,13611,1999864.23,-36838.28,-1.84,230587.05,11.53,-244028.52,-12.20,4419331,220.97
28,多头出场,2021-03-09 13:30,离场信号,123.87,14814,1999890,-166413.78,-8.32,182449.22,9.12,-208936.66,-10.44,4252917,212.65
28,多头进场,2021-02-02 09:30,进场,135,14814,1999890,-166413.78,-8.32,182449.22,9.12,-208936.66,-10.44,4252917,212.65
29,多头出场,2021-04-20 13:30,离场信号,122.71,16796,1999899.72,59513.07,2.97,243413.88,12.17,-87131.4,-4.36,4312430,215.62
29,多头进场,2021-03-17 11:30,进场,119.07,16796,1999899.72,59513.07,2.97,243413.88,12.17,-87131.4,-4.36,4312430,215.62
30,多头出场,2021-05-10 13:30,离场信号,121.04,16118,1999921.44,-50579.06,-2.53,326878.97,16.34,-65755.51,-3.29,4261851,213.09
30,多头进场,2021-04-23 09:30,进场,124.08,16118,1999921.44,-50579.06,-2.53,326878.97,16.34,-65755.51,-3.29,4261851,213.09
31,多头出场,2021-06-16 13:30,离场信号,135.27,16337,1999975.54,208246.5,10.41,398803.03,19.93,-120713.57,-6.03,4470097.5,223.50
31,多头进场,2021-05-14 11:30,进场,122.42,16337,1999975.54,208246.5,10.41,398803.03,19.93,-120713.57,-6.03,4470097.5,223.50
32,多头出场,2021-07-13 13:30,离场信号,178.69,13440,1999872,399961,19.99,629401.6,31.46,-799.95,-0.04,4870058.5,243.50
32,多头进场,2021-06-17 11:30,进场,148.8,13440,1999872,399961,19.99,629401.6,31.46,-799.95,-0.04,4870058.5,243.50
33,多头出场,2021-08-05 13:30,离场信号,198.56,10857,1999859.4,154244.27,7.71,551929.94,27.59,-42273.68,-2.11,5024303,251.22
33,多头进场,2021-07-21 09:30,进场,184.2,10857,1999859.4,154244.27,7.71,551929.94,27.59,-42273.68,-2.11,5024303,251.22
34,多头出场,2021-11-16 13:30,离场信号,163.18,10623,1999992.21,-268024.44,-13.40,0,0.00,-502949.22,-25.14,4756278.5,237.81
34,多头进场,2021-08-12 13:30,进场,188.27,10623,1999992.21,-268024.44,-13.40,0,0.00,-502949.22,-25.14,4756278.5,237.81
35,多头出场,2021-12-17 13:30,离场信号,167.14,12117,1999910.85,23714.47,1.19,248083.22,12.40,-189461.66,-9.47,4779993,239.00
35,多头进场,2021-11-22 11:30,进场,165.05,12117,1999910.85,23714.47,1.19,248083.22,12.40,-189461.66,-9.47,4779993,239.00
36,多头出场,2022-01-05 13:30,离场信号,158.3,11678,1999974.28,-152886.33,-7.64,113877.97,5.69,-152263.66,-7.61,4627106.5,231.36
36,多头进场,2021-12-22 11:30,进场,171.26,11678,1999974.28,-152886.33,-7.64,113877.97,5.69,-152263.66,-7.61,4627106.5,231.36
37,多头出场,2022-03-25 13:30,离场信号,153.03,12809,1999997.26,-41420.05,-2.07,138305.73,6.91,-243914.81,-12.19,4585686.5,229.28
37,多头进场,2022-01-13 09:30,进场,156.14,12809,1999997.26,-41420.05,-2.07,138305.73,6.91,-243914.81,-12.19,4585686.5,229.28
38,多头出场,2022-04-25 13:30,离场信号,123,14884,1999963.08,-170763.36,-8.53,88652.85,4.43,-184915.06,-9.24,4414923,220.75
38,多头进场,2022-04-08 13:30,进场,134.37,14884,1999963.08,-170763.36,-8.53,88652.85,4.43,-184915.06,-9.24,4414923,220.75
39,多头出场,2022-06-09 13:30,离场信号,136.69,16217,1999880.44,215134.66,10.75,419382.53,20.96,-158591.36,-7.93,4630058,231.50
39,多头进场,2022-04-29 11:30,进场,123.32,16217,1999880.44,215134.66,10.75,419382.53,20.96,-158591.36,-7.93,4630058,231.50
40,多头出场,2022-07-05 13:30,离场信号,130.57,15151,1999932,-23257.21,-1.16,172527.47,8.62,-110644.73,-5.53,4606800.5,230.34
40,多头进场,2022-06-16 11:30,进场,132,15151,1999932,-23257.21,-1.16,172527.47,8.62,-110644.73,-5.53,4606800.5,230.34
41,多头出场,2022-08-19 13:30,离场信号,119.3,14556,1999994.4,-264958.22,-13.24,0,0.00,-335588,-16.77,4341842.5,217.09
41,多头进场,2022-07-08 09:30,进场,137.4,14556,1999994.4,-264958.22,-13.24,0,0.00,-335588,-16.77,4341842.5,217.09
42,多头出场,2022-09-15 13:30,离场信号,108.6,17502,1999953.54,-100796.61,-5.04,63607.38,3.18,-111237.6,-5.56,4241046,212.05
42,多头进场,2022-08-29 09:30,进场,114.27,17502,1999953.54,-100796.61,-5.04,63607.38,3.18,-111237.6,-5.56,4241046,212.05
43,多头出场,2022-12-05 13:30,离场信号,99.99,20273,1999931.45,25555.01,1.28,269844.56,13.49,-424100.22,-21.20,4266601,213.33
43,多头进场,2022-09-27 09:30,进场,98.65,20273,1999931.45,25555.01,1.28,269844.56,13.49,-424100.22,-21.20,4266601,213.33
44,多头出场,2022-12-07 13:30,离场信号,100.1,19621,1999968.53,-37492.04,-1.87,6459.78,0.32,-44751.03,-2.24,4229109,211.46
44,多头进场,2022-12-06 11:30,进场,101.93,19621,1999968.53,-37492.04,-1.87,6459.78,0.32,-44751.03,-2.24,4229109,211.46
45,多头出场,2022-12-19 13:30,离场信号,100.58,18298,1999971.4,-161094.72,-8.05,65987.71,3.30,-169507.55,-8.47,4068014,203.40
45,多头进场,2022-12-12 09:30,进场,109.3,18298,1999971.4,-161094.72,-8.05,65987.71,3.30,-169507.55,-8.47,4068014,203.40
46,多头出场,2023-02-06 13:30,离场信号,114.39,19760,1999909.6,258732.7,12.93,477787.25,23.88,-37751.16,-1.89,4326747,216.34
46,多头进场,2022-12-26 13:30,进场,101.21,19760,1999909.6,258732.7,12.93,477787.25,23.88,-37751.16,-1.89,4326747,216.34
47,多头出场,2023-04-19 13:30,离场信号,130.75,16937,1999920.96,212906.02,10.64,424657.47,21.23,-318199.34,-15.90,4539653,226.98
47,多头进场,2023-02-09 13:30,进场,118.08,16937,1999920.96,212906.02,10.64,424657.47,21.23,-318199.34,-15.90,4539653,226.98
48,多头出场,2023-06-06 13:30,离场信号,103.06,19122,1999969.98,-30844.93,-1.54,261171.4,13.05,-115340.77,-5.76,4508808,225.44
48,多头进场,2023-05-08 09:30,进场,104.59,19122,1999969.98,-30844.93,-1.54,261171.4,13.05,-115340.77,-5.76,4508808,225.44
49,多头出场,2023-06-28 13:30,离场信号,105.05,19436,1999964.4,40170.71,2.01,242733.1,12.13,-5075.91,-0.25,4548978.5,227.45
49,多头进场,2023-06-12 13:30,进场,102.9,19436,1999964.4,40170.71,2.01,242733.1,12.13,-5075.91,-0.25,4548978.5,227.45
50,多头出场,2023-07-24 13:30,离场信号,110.93,18677,1999933.16,70277.74,3.51,300833.56,15.04,-76441.82,-3.82,4619256.5,230.96
50,多头进场,2023-07-03 09:30,进场,107.08,18677,1999933.16,70277.74,3.51,300833.56,15.04,-76441.82,-3.82,4619256.5,230.96
51,多头出场,2023-10-19 13:30,离场信号,99.46,17559,1999970.1,-255050.52,-12.75,34318.01,1.72,-448905.66,-22.44,4364206,218.21
51,多头进场,2023-07-28 11:30,进场,113.9,17559,1999970.1,-255050.52,-12.75,34318.01,1.72,-448905.66,-22.44,4364206,218.21
52,多头出场,2023-11-14 13:30,离场信号,103.67,20345,1999913.5,107609.02,5.38,241712.44,12.08,-3241.37,-0.16,4471815,223.59
52,多头进场,2023-10-27 09:30,进场,98.3,20345,1999913.5,107609.02,5.38,241712.44,12.08,-3241.37,-0.16,4471815,223.59
53,多头出场,2023-12-26 13:30,离场信号,89.14,18693,1999964.07,-335136.56,-16.75,0,0.00,-340638.72,-17.03,4136678.2,206.83
53,多头进场,2023-11-15 13:30,进场,106.99,18693,1999964.07,-335136.56,-16.75,0,0.00,-340638.72,-17.03,4136678.2,206.83
54,多头出场,2024-01-03 13:30,离场信号,86.06,22019,1999985.77,-106588.61,-5.33,57990.73,2.90,-132033.23,-6.60,4030089.8,201.50
54,多头进场,2023-12-27 13:30,进场,90.83,22019,1999985.77,-106588.61,-5.33,57990.73,2.90,-132033.23,-6.60,4030089.8,201.50
55,多头出场,2024-01-26 13:30,离场信号,68.73,26017,1999926.79,-213293.61,-10.66,35884,1.79,-226367.36,-11.31,3816796,190.84
55,多头进场,2024-01-11 09:30,进场,76.87,26017,1999926.79,-213293.61,-10.66,35884,1.79,-226367.36,-11.31,3816796,190.84
56,多头出场,2024-03-27 13:30,离场信号,70.75,32642,1999975.34,307722.4,15.38,688272.6,34.40,-2432.09,-0.12,4124518.5,206.23
56,多头进场,2024-02-06 11:30,进场,61.27,32642,1999975.34,307722.4,15.38,688272.6,34.40,-2432.09,-0.12,4124518.5,206.23
57,多头出场,2024-05-21 13:30,离场信号,82.92,27491,1999970.25,277871.66,13.89,404692.25,20.23,-180591.12,-9.03,4402390,220.12
57,多头进场,2024-04-02 09:30,进场,72.75,27491,1999970.25,277871.66,13.89,404692.25,20.23,-180591.12,-9.03,4402390,220.12
58,多头出场,2024-06-06 13:30,离场信号,83.15,24198,1999964.7,10494.19,0.52,104703.3,5.23,-79685.47,-3.98,4412884.5,220.64
58,多头进场,2024-05-28 09:30,进场,82.65,24198,1999964.7,10494.19,0.52,104703.3,5.23,-79685.47,-3.98,4412884.5,220.64
59,多头出场,2024-07-02 13:30,离场信号,90.21,23134,1999934.3,85349.1,4.27,245114.45,12.25,-13755.01,-0.69,4498233.5,224.91
59,多头进场,2024-06-11 11:30,进场,86.45,23134,1999934.3,85349.1,4.27,245114.45,12.25,-13755.01,-0.69,4498233.5,224.91
60,多头出场,2024-07-17 13:30,离场信号,96,21181,1999910.02,31852.67,1.59,114212.87,5.71,-799.96,-0.04,4530086,226.50
60,多头进场,2024-07-09 09:30,进场,94.42,21181,1999910.02,31852.67,1.59,114212.87,5.71,-799.96,-0.04,4530086,226.50
61,多头出场,2024-08-21 13:30,离场信号,73.99,23323,1999947.25,-275768.72,-13.78,43746.95,2.19,-275544.9,-13.77,4254317.5,212.72
61,多头进场,2024-07-31 09:30,进场,85.75,23323,1999947.25,-275768.72,-13.78,43746.95,2.19,-275544.9,-13.77,4254317.5,212.72
62,多头出场,2024-10-30 13:30,离场信号,88.76,28324,1999957.64,512275,25.60,863082,43.14,-183206.55,-9.16,4766592.5,238.33
62,多头进场,2024-08-29 11:30,进场,70.61,28324,1999957.64,512275,25.60,863082,43.14,-183206.55,-9.16,4766592.5,238.33
63,多头出场,2024-11-14 13:30,离场信号,92.22,21717,1999918.53,1222.15,0.06,192698.5,9.63,-16870.55,-0.84,4767814.5,238.39
63,多头进场,2024-11-05 09:30,进场,92.09,21717,1999918.53,1222.15,0.06,192698.5,9.63,-16870.55,-0.84,4767814.5,238.39
64,多头出场,2025-01-03 13:30,离场信号,103.1,23529,1999965,424104.56,21.20,762480.75,38.11,-52328.5,-2.62,5191919,259.60
64,多头进场,2024-11-27 13:30,进场,85,23529,1999965,424104.56,21.20,762480.75,38.11,-52328.5,-2.62,5191919,259.60
65,多头出场,2025-01-27 13:30,离场信号,127.4,18218,1999972.04,319272.78,15.96,566144.2,28.30,-22115.05,-1.11,5511192,275.56
65,多头进场,2025-01-08 09:30,进场,109.78,18218,1999972.04,319272.78,15.96,566144.2,28.30,-22115.05,-1.11,5511192,275.56
66,多头出场,2025-02-10 13:30,离场信号,134.63,14224,1999894.4,-86483.23,-4.32,40734.12,2.04,-95816.28,-4.79,5424708.5,271.24
66,多头进场,2025-02-06 09:30,进场,140.6,14224,1999894.4,-86483.23,-4.32,40734.12,2.04,-95816.28,-4.79,5424708.5,271.24
67,多头出场,2025-05-21 13:30,离场信号,118.14,15626,1999971.74,-155454.52,-7.77,303281.97,15.16,-455672.84,-22.77,5269254,263.46
67,多头进场,2025-02-20 09:30,进场,127.99,15626,1999971.74,-155454.52,-7.77,303281.97,15.16,-455672.84,-22.77,5269254,263.46
68,多头出场,2025-07-03 13:30,离场信号,119.72,17582,1999952.5,103322.59,5.16,256776.31,12.83,-48798.84,-2.44,5372576.5,268.63
68,多头进场,2025-05-29 13:30,进场,113.75,17582,1999952.5,103322.59,5.16,256776.31,12.83,-48798.84,-2.44,5372576.5,268.63
69,多头出场,2025-08-07 13:30,离场信号,117.67,16447,1999955.2,-66210.82,-3.31,130940.48,6.54,-128593.17,-6.43,5306366,265.32
69,多头进场,2025-07-08 11:30,进场,121.6,16447,1999955.2,-66210.82,-3.31,130940.48,6.54,-128593.17,-6.43,5306366,265.32
70,多头出场,2025-09-09 13:30,离场信号,157.15,16767,1999967.76,633112.3,31.64,1151428.2,57.55,-799.99,-0.04,5939478,296.97
70,多头进场,2025-08-12 09:30,进场,119.28,16767,1999967.76,633112.3,31.64,1151428.2,57.55,-799.99,-0.04,5939478,296.97
71,多头出场,2025-09-26 13:30,离场信号,190.21,11663,1999971.24,216760.64,10.83,425132.78,21.25,-19227.53,-0.96,6156239,307.81
71,多头进场,2025-09-11 09:30,进场,171.48,11663,1999971.24,216760.64,10.83,425132.78,21.25,-19227.53,-0.96,6156239,307.81
72,多头出场,2025-10-14 13:30,离场信号,196,9389,1999857,-161149.05,-8.05,202284.12,10.11,-188298.27,-9.41,5995090,299.75
72,多头进场,2025-09-30 09:30,进场,213,9389,1999857,-161149.05,-8.05,202284.12,10.11,-188298.27,-9.41,5995090,299.75
73,多头出场,2025-11-03 13:30,离场信号,230.1,9599,1999951.65,207094.78,10.35,437202.38,21.85,-76920.05,-3.84,6202184.5,310.11
73,多头进场,2025-10-20 13:30,进场,208.35,9599,1999951.65,207094.78,10.35,437202.38,21.85,-76920.05,-3.84,6202184.5,310.11
74,多头出场,2025-12-16 13:30,离场信号,197.86,8678,1999845.1,-284302.78,-14.21,0,0.00,-470887.2,-23.54,5917882,295.89
74,多头进场,2025-11-13 09:30,进场,230.45,8678,1999845.1,-284302.78,-14.21,0,0.00,-470887.2,-23.54,5917882,295.89
75,多头出场,2026-02-02 13:30,离场信号,283.39,9443,1999932.97,674248.4,33.70,1124900,56.22,-34605.91,-1.73,6592130,329.61
75,多头进场,2025-12-18 09:30,进场,211.79,9443,1999932.97,674248.4,33.70,1124900,56.22,-34605.91,-1.73,6592130,329.61
76,多头出场,2026-03-23 13:30,离场信号,273.35,6835,1999921,-133121.06,-6.65,261664.03,13.08,-196144.27,-9.80,6459009,322.95
76,多头进场,2026-02-09 11:30,进场,292.6,6835,1999921,-133121.06,-6.65,261664.03,13.08,-196144.27,-9.80,6459009,322.95
77,多头出场,2026-06-05 13:30,离场信号,488,7843,1999965,1825088,91.22,2332963,116.60,-93817.97,-4.69,8284097,414.20
77,多头进场,2026-04-01 13:30,进场,255,7843,1999965,1825088,91.22,2332963,116.60,-93817.97,-4.69,8284097,414.20
78,多头出场,2026-06-24 10:52,开盘价,668.56,3949,1999615.64,638671.9,31.93,723209.8,36.15,-1155.26,-0.06,8921969,446.10
78,多头进场,2026-06-15 09:30,进场,506.36,3949,1999615.64,638671.9,31.93,723209.8,36.15,-1155.26,-0.06,8921969,446.10
