交易编号,类型,日期和时间,信号,价格 CNY,大小（数量）,大小（价值）,净损益 CNY,净损益 %,有利波动 CNY,有利波动 %,不利波动 CNY,不利波动 %,累计损益 CNY,累计损益 %
2,多头出场,2026-03-23 13:30,离场信号,273.35,6349,1809401.51,-75320.32,-4.16,181238.58,10.01,-133862.3,-7.4,-264933.84,-13.25
2,多头进场,2026-03-06 13:30,进场,284.99,6349,1809401.51,-75320.32,-4.16,181238.58,10.01,-133862.3,-7.4,-264933.84,-13.25
3,多头出场,2026-06-05 13:30,离场信号,488,6801,1734255,1582611.8,91.22,2023011.9,116.6,-81353.56,-4.69,1317677.9,65.88
3,多头进场,2026-04-01 13:30,进场,255,6801,1734255,1582611.8,91.22,2023011.9,116.6,-81353.56,-4.69,1317677.9,65.88
4,多头出场,2026-06-24 13:30,开盘价,705.09,6549,3316151.64,1298309.2,39.14,1300156.2,39.19,-1915.87,-0.06,2614660.8,130.73
4,多头进场,2026-06-15 09:30,进场,506.36,6549,3316151.64,1298309.2,39.14,1300156.2,39.19,-1915.87,-0.06,2614660.8,130.73
